program_id,focus_sectors,location,program_name,program_type,pogram_description,program_objectives,program_eligibility,funding,organizations,org_category,further_info,update_date
6988,Residential,British Columbia,Heat Pump Financing Program,"Financial Incentive,Rebate",,"The District of Saanich offers up to $12,000 in 0% interest financing to help you upgrade your existing fossil fuel furnace or boiler to an efficient electric heat pump. The financing is repaid over 10 years through an additional levy on the home¿s property tax payments.",,,"City of Vancouver, Corporate Services Group",Municipal government,,
7006,Residential,Canada,Oil to Heat Pump Affordability Program,"Financial Incentive,Rebate,Retrofit",,"The Oil to Heat Pump Affordability (OHPA) program helps homeowners who are currently heating their homes with oil, transition to eligible electric heat pump systems. Making the switch can help you save thousands of dollars on your heating bills every year and help reduce greenhouse gas emissions.",,,"Natural Resources Canada (NRCan), Office of Energy Efficiency (OEE), Greener Homes Division (GHD)",Federal government,,
7007,Residential,Canada,Canada Greener Homes Affordability Program,"Financial Incentive,Rebate,Retrofit",,"This program, delivered through our partners in provinces and territories, will help low-to-median-income homeowners and tenants retrofit their homes to reduce monthly energy bills.
The full cost of recommended retrofits will be covered for eligible households. That means that participants will not be asked to pay out of pocket to participate.",,,"Natural Resources Canada (NRCan), Office of Energy Efficiency (OEE), Greener Homes Division (GHD)",Federal government,,
7026,Residential,Ontario,Peak Perks,"Financial Incentive,Rebate,Retrofit",,Residents and small businesses can save with Save on Energy’s Peak Perks program. You will be rewarded for reducing your energy use when demand for electricity in Ontario is high this summer.,,,Sustainable Buildings Canada,Federal government,,
7027,Residential,Ontario,CoolSaver Program,"Financial Incentive,Rebate",,The Save on Energy CoolSaver program helps homeowners and tenants upgrade their home cooling systems to reduce their electricity consumption and energy costs.,,,Independent Electricity System Operator Save on Energy,Utility company,,
7046,Commercial/Institutional,Ontario,First Nations Community Building Retrofit Program,"Financial Incentive,Rebate,Retrofit",,"The Save on Energy First Nations Community Building Retrofit Program (FNCBRP) provides grid-connected, on-reserve First Nations communities in Ontario with up to $330,000 in funding and technical support to undertake energy efficiency projects",,,Independent Electricity System Operator Save on Energy,Utility company,,
7047,"Commercial/Institutional,Residential",Ontario,Remote First Nations Energy-Efficiency Program,"Financial Incentive,Rebate,Retrofit",,The Remote First Nations Energy-Efficiency Program: Provides funding support to remote First Nations communities in Ontario to implement energy-efficiency projects for homes and businesses.,,,Independent Electricity System Operator Save on Energy,Utility company,,
7066,Commercial/Institutional,Canada,Building Retrofits Initiative,"Financial Incentive,Retrofit",,"Building Retrofits Initiative (BRI) provides attractive financing to reduce investment barriers and decarbonize buildings.
Team of experts works with the public and private sector as well as other market participants to modernize and improve the energy efficiency of existing buildings.",,,Canada Infrastructure Bank,Other organization,,
7067,Transportation,Canada,Charging and Hydrogen Refuelling Infrastructure Initiative,"Financial Incentive,Rebate",,"Accelerating new investment in zero-emission vehicle infrastructure across Canada. The Charging and Hydrogen Refuelling Infrastructure Initiative (CHRI) aims to reduce transportation sector emissions by accelerating the private sector¿s rollout of large-scale ZEV chargers and hydrogen refuelling stations, helping to spur the market for private investment.
Through this initiative, the CIB has dedicated a minimum of $500 million to support the federal government¿s goals as part of Canada¿s 2030 Emissions Reduction Plan.",,,Canada Infrastructure Bank,Other organization,,
3510,,British Columbia,Energy Saving Kits,"Financial Incentive,Retrofit",,"BC Hydro and FortisBC have partnered to provide free energy saving kits for low income households. Each free energy saving kit may contain the following energy-saving products:
<ul>
<li>An LED night light and four LED light bulbs</li>
<li>kitchen and bathroom faucet aerators</li>
<li>weatherstripping </li>
<li>window film </li>
<li>outlet and switch sealers</li>
<li>a fridge and freezer thermometer</li>
<li>a furnace filter coupon</li>
</ul>",,,FortisBC - Homes,Utility company,,2022-05-15 00:00:00.0
6706,,New Brunswick,Business Rebate Program,"Financial Incentive,Rebate",,"The program offers you 25% back on energy-efficient products and equipment for your business, from lighting to heating, cooling and ventilation, to commercial kitchen equipment, and more",,,NB Power,Utility company,,
4148,,Alberta,ATCO Energy Education Mobile,Awareness/Information,,"The Energy Education Mobile is a 40 foot classroom on wheels that travels throughout Alberta bringing this free, one-of-a-kind learning experience directly to Alberta schools and communities. The Energy Education Mobile is designed for Grade 4 students to educate about Alberta's energy resources and energy efficiency. The on-board activities complement the Alberta Grade 4 curriculum in Science and Social Studies. Students participate in fun interactive activities that combine individual learning with group discussions.",,,ATCO Energy Sense,Utility company,,2018-11-21 00:00:00.0
6809,,British Columbia,Air-to-Water Heat Pump Rebate,"Financial Incentive,Rebate",,Air-to-water heat pumps use a hydronic distribution system to heat and cool the home with a series of radiators or in-floor heating. Rebate available when installing an  eligible heat pump using radiators or in-floor heating system.,,,EfficiencyBC,Provincial government,,
6786,,Canada,Indigenous Leadership Fund,Financial Incentive,,"The Indigenous Leadership Fund is a new program under the Low Carbon Economy Fund. It provides up to $180 million by 2029 to support climate action by Indigenous peoples. The program will fund Indigenous-owned and led renewable energy, energy efficiency, and low-carbon heating projects. These projects will help meet Canada¿s 2030 emissions reduction target and net-zero emissions by 2050.",,,Environment and Climate Change Canada (ECCC),Federal government,,
1538,,Canada,Green Municipal Fund (GMF),"Advice,Awareness/Information,Energy Management and Monitoring,Financial Incentive,Retrofit",,"Through the Green Municipal Fund, funding and expertise are offered to municipal governments and their partners for municipal environmental projects, in particular retrofits and new construction projects aimed at energy efficiency. Municipalities are encouraged to consider Leadership in Energy and Environmental Design (LEED)<sup>®</sup> certification as they undertake building projects. For retrofits, projects must demonstrate the potential to reduce energy consumption by at least 30% compared to current performance. A minimum of 20% of these energy savings must come from energy efficiency measures and the remainder may come from renewable energy production (e.g. production of wind and solar energy). For new construction, projects must demonstrate an anticipated reduction in design energy consumption of at least 45% compared to the National Energy Code for Buildings (NECB) 2011. A minimum of 30% of these energy savings must come from energy efficiency measures and the remainder may come from renewable energy production.",,,Federation of Canadian Municipalities (FCM),Federal government,,2024-06-07 00:00:00.0
